moviewidwrelease_datewproduction_budgetwdomestic_grossw"worldwide_gross"
Batman Foreverw66wJun 16, 1995w100000000.0w184031112.0w336529144
Planet of the Apesw67wJul 27, 2001w100000000.0w180011740.0w362211740
National Treasurew68wNov 19, 2004w100000000.0w173005002.0w331323410
Django Unchainedw69wDec 25, 2012w100000000.0w162805434.0w449948323
Little Fockersw70wDec 22, 2010w100000000.0w148438600.0w310650574
True Liesw71wJul 15, 1994w100000000.0w146282411.0w365300000
American Gangsterw72wNov 2, 2007w100000000.0w130164645.0w267985456
"Cloudy with a Chance of Meatballs"w73wSep 18, 2009w100000000.0w124870275.0w236827677
The Other Guysw74wAug 6, 2010w100000000.0w119219978.0w170936470
Lemony Snicket's A Series of Unfortunate Eventsw75wDec 17, 2004w100000000.0w118627117.0w212956024
The Wolf of Wall Streetw76wDec 25, 2013w100000000.0w116900694.0w389870414
Epicw77wMay 24, 2013w100000000.0w107518682.0w262794441
Eraserw78wJun 21, 1996w100000000.0w101295562.0w234400000
The Hunchback of Notre Damew79wJun 21, 1996w100000000.0w100138851.0w325500000
"The Emperor's New Groove"w80wDec 15, 2000w100000000.0w89296573.0w169296573
The Expendables 2w81wAug 17, 2012w100000000.0w85028192.0w311979256
Where the Wild Things Arew82wOct 16, 2009w100000000.0w77233467.0w99123656
Eragonw83wDec 15, 2006w100000000.0w75030163.0w249488115
Herculesw84wJul 25, 2014w100000000.0w72688614.0w243388614
The Touristw85wDec 10, 2010w100000000.0w67631157.0w278731369
End of Daysw86wNov 24, 1999w100000000.0w66889043.0w212026975
The Stepford Wivesw87wJun 11, 2004w100000000.0w59475623.0w96221971
Surf's Upw88wJun 8, 2007w100000000.0w58867694.0w145395745
Blood Diamondw89wDec 8, 2006w100000000.0w57377916.0w171377916
"Legend of the Guardians: The Owls of Ga'Hoole"w90wSep 24, 2010w100000000.0w55675313.0w139716717
Starship Troopersw91wNov 7, 1997w100000000.0w54768952.0w121100000
Land of the Lostw92wJun 5, 2009w100000000.0w49438370.0w69548641
Peter Panw93wDec 25, 2003w100000000.0w48417850.0w95255485
Wonder Parkw94wMar 15, 2019w100000000.0w45216793.0w115149422
"Catwoman"w95wJul 23, 2004w100000000.0w40202379.0w82145379
The Expendables 3w96wAug 15, 2014w100000000.0w39322544.0w209461378
Treasure Planetw97wNov 27, 2002w100000000.0w38120554.0w91800000
Green Zonew98wMar 12, 2010w100000000.0w35497337.0w97523020
Geostormw99wOct 20, 2017w100000000.0w33700160.0w220796009
Point Breakw100wDec 25, 2015w100000000.0w28782481.0w126704591
In the Heart of the Seaw1wDec 11, 2015w100000000.0w25020758.0w89693309
Transcendencew2wApr 18, 2014w100000000.0w23022309.0w103039258
Son of the Maskw3wFeb 18, 2005w100000000.0w17018422.0w59918422
Mortal Enginesw4wDec 14, 2018w100000000.0w15951040.0w85287417
The Adventures of Pluto Nashw5wAug 16, 2002w100000000.0w4411102.0w7094995
Jin lÃ­ng shÃ­ san chaiw6wJan 20, 2012w100000000.0w311434.0w98227017
The Peanuts Moview7wNov 6, 2015w99000000.0w130178411.0w250091610
The LEGO Movie 2: The Second Partw8wFeb 8, 2019w99000000.0w105806508.0w190325698
Robin Hoodw9wNov 21, 2018w99000000.0w30824628.0w84747441
The Mummy Returnsw10wMay 4, 2001w98000000.0w202007640.0w435040395
"Gangs of New York"w11wDec 20, 2002w97000000.0w77730500.0w183124621
Alien: Covenantw12wMay 19, 2017w97000000.0w74262031.0w238521247
Cinderellaw13wMar 13, 2015w95000000.0w201151353.0w534551353
Ice Age: Continental Driftw14wJul 13, 2012w95000000.0w161321843.0w879765137
"Black Hawk Down"w15wDec 28, 2001w95000000.0w108638745.0w159691085
Sex and the City 2w16wMay 27, 2010w95000000.0w95347692.0w294680778
Percy Jackson & the Olympians: The Lightning Thiefw17wFeb 12, 2010w95000000.0w88768303.0w223050874
The Campaignw18wAug 10, 2012w95000000.0w86907746.0w104907746
Unstoppablew19wNov 12, 2010w95000000.0w81562942.0w165720921
The Fifth Elementw20wMay 9, 1997w95000000.0w63570862.0w263898761
The Road to El Doradow21wMar 31, 2000w95000000.0w50802661.0w65700000
The Lovely Bonesw22wDec 11, 2009w95000000.0w44114232.0w94894448
Ben-Hurw23wAug 19, 2016w95000000.0w26410477.0w91669648
Seventh Sonw24wFeb 6, 2015w95000000.0w17725785.0w108874967
Finding Nemow25wMay 30, 2003w94000000.0w380529370.0w936429370
The Lord of the Rings: The Return of the Kingw26wDec 17, 2003w94000000.0w377845905.0w1141403341
"The Lord of the Rings: The Two Towers"w27wDec 18, 2002w94000000.0w342548984.0w934699645
Lara Croft: Tomb Raiderw28wJun 15, 2001w94000000.0w131144183.0w273330185
Kingsman: The Secret Servicew29wFeb 13, 2015w94000000.0w128261724.0w404561724
Jurassic Park IIIw30wJul 18, 2001w93000000.0w181166115.0w365900000
Rise of the Planet of the Apesw31wAug 5, 2011w93000000.0w176760185.0w470986200
"The Spiderwick Chronicles"w32wFeb 14, 2008w92500000.0w71195053.0w162839667
The Incrediblesw33wNov 5, 2004w92000000.0w261441092.0w614726752
A Good Day to Die Hardw34wFeb 14, 2013w92000000.0w67349198.0w304249198
The Alamow35wApr 9, 2004w92000000.0w22406362.0w23911362
Cutthroat Islandw36wDec 22, 1995w92000000.0w10017322.0w18517322
The Secret Life of Walter Mittyw37wDec 25, 2013w91000000.0w58236838.0w187861183
Jumanji: Welcome to the Junglew38wDec 20, 2017w90000000.0w404508916.0w964496193
Men in Blackw39wJul 1, 1997w90000000.0w250690539.0w587790539
Toy Story 2w40wNov 19, 1999w90000000.0w245852179.0w511358276
Rush Hour 2w41wAug 3, 2001w90000000.0w226164286.0w347425832
Sherlock Holmesw42wDec 25, 2009w90000000.0w209028679.0w498438212
"Ice Age: Dawn of the Dinosaurs"w43wJul 1, 2009w90000000.0w196573705.0w859701857
Spider-Man: Into The Spider-Verse 3Dw44wDec 14, 2018w90000000.0w190173195.0w375381768
What Lies Beneathw45wJul 21, 2000w90000000.0w155464351.0w288693989
Riow46wApr 15, 2011w90000000.0w143619809.0w487519809
The Departedw47wOct 6, 2006w90000000.0w132384315.0w289660619
Charlie's Angelsw48wNov 3, 2000w90000000.0w125305545.0w259736090
Mulanw49wJun 19, 1998w90000000.0w120620254.0w303500000
Tropic Thunderw50wAug 13, 2008w90000000.0w110515313.0w191145256
"The Girl with the Dragon Tattoo"w51wDec 20, 2011w90000000.0w102515793.0w239373970
Contactw52wJul 11, 1997w90000000.0w100920329.0w165900000
You Don't Mess With the Zohanw53wJun 6, 2008w90000000.0w100018837.0w202910991
Die Hard: With a Vengeancew54wMay 19, 1995w90000000.0w100012499.0w366101666
The Magnificent Sevenw55wSep 23, 2016w90000000.0w93432655.0w162525156
Alvin and the Chipmunks: The Road Chipw56wDec 18, 2015w90000000.0w85886987.0w249517956
Atlantis: The Lost Empirew57wJun 8, 2001w90000000.0w84052762.0w186049020
Valkyriew58wDec 25, 2008w90000000.0w83107829.0w203932174
Pixelsw59wJul 24, 2015w90000000.0w78765986.0w244041804
Artificial Intelligence: AIw60wJun 29, 2001w90000000.0w78616689.0w235900000
The Haunted Mansionw61wNov 26, 2003w90000000.0w75817994.0w155750628
"Hollow Man"w62wAug 4, 2000w90000000.0w73209340.0w191200000
The Interpreterw63wApr 22, 2005w90000000.0w72708161.0w162753837
Percy Jackson: Sea of Monstersw64wAug 7, 2013w90000000.0w68559554.0w200859554
Lara Croft: Tomb Raider: The Cradle of Lifew65wJul 25, 2003w90000000.0w65653758.0w157092943
"Now You See Me 2"w66wJun 10, 2016w90000000.0w65075540.0w328325007
Spy Gamew67wNov 21, 2001w90000000.0w62362560.0w143049560
The Saintw68wApr 4, 1997w90000000.0w61363304.0w169400000
Mission to Marsw69wMar 10, 2000w90000000.0w60874615.0w106000000
Tomb Raiderw70wMar 16, 2018w90000000.0w58250803.0w273477501
Bicentennial Manw71wDec 17, 1999w90000000.0w58220776.0w87420776
King Arthurw72wJul 7, 2004w90000000.0w51877963.0w203877963
Volcanow73wApr 25, 1997w90000000.0w47546796.0w120100000
"The Devil's Own"w74wMar 26, 1997w90000000.0w42885593.0w140900000
"K-19: The Widowmaker"w75wJul 19, 2002w90000000.0w35168966.0w65716126
Conan the Barbarianw76wAug 19, 2011w90000000.0w21295021.0w63356133
The Three Musketeersw77wOct 21, 2011w90000000.0w20377913.0w139877913
The Promisew78wApr 21, 2017w90000000.0w8224288.0w10551417
The Nutcracker in 3Dw79wNov 24, 2010w90000000.0w195459.0w20466016
Brightw80wDec 13, 2017w90000000.0w0.0w0
Army of the Deadw81wDec 31, 2019w90000000.0w0.0w0
"Twister"w82wMay 10, 1996w88000000.0w241688385.0w495700000
Cinderella Manw83wJun 3, 2005w88000000.0w61649911.0w105021488
The Predatorw84wSep 14, 2018w88000000.0w51024708.0w159487563
Fantastic Fourw85wJul 8, 2005w87500000.0w154696080.0w333132750
Hannibalw86wFeb 9, 2001w87000000.0w165092266.0w350100280
Seabiscuitw87wJul 25, 2003w86000000.0w120277854.0w148715342
"Cast Away"w88wDec 22, 2000w85000000.0w233632142.0w427230516
Happy Feetw89wNov 17, 2006w85000000.0w198000317.0w385000317
Ocean's Elevenw90wDec 7, 2001w85000000.0w183417150.0w450728529
The Bourne Supremacyw91wJul 23, 2004w85000000.0w176087450.0w311001124
Air Force Onew92wJul 25, 1997w85000000.0w172956409.0w315268353
Fast & Furiousw93wApr 3, 2009w85000000.0w155064265.0w363064265
Horton Hears a Whow94wMar 14, 2008w85000000.0w154529439.0w299477886
Divergentw95wMar 21, 2014w85000000.0w150947895.0w276014965
Hotel Transylvaniaw96wSep 28, 2012w85000000.0w148313048.0w378505812
Shazam!w97wApr 5, 2019w85000000.0w139606856.0w362899733
Enchantedw98wNov 21, 2007w85000000.0w127706877.0w340384141
Safe Housew99wFeb 10, 2012w85000000.0w126181630.0w208542162
"I Now Pronounce You Chuck and Larry"w100wJul 20, 2007w85000000.0w119725280.0w185708462
Ocean's Thirteenw1wJun 8, 2007w85000000.0w117144465.0w311744465
Itâs Complicatedw2wDec 25, 2009w85000000.0w112735375.0w224614744
Enemy of the Statew3wNov 20, 1998w85000000.0w111549836.0w250649836
Open Seasonw4wSep 29, 2006w85000000.0w85105259.0w191932158
"Tower Heist"w5wNov 4, 2011w85000000.0w78046570.0w150422946
102 Dalmatiansw6wNov 22, 2000w85000000.0w66941559.0w66941559
Mirror Mirrorw7wMar 30, 2012w85000000.0w64935167.0w173613482
The Holidayw8wDec 8, 2006w85000000.0w63280000.0w205190324
The Fast and the Furious: Tokyo Driftw9wJun 16, 2006w85000000.0w62615510.0w157794205
Memoirs of a Geishaw10wDec 9, 2005w85000000.0w57010853.0w161510853
Enemy at the Gatesw11wMar 16, 2001w85000000.0w51396781.0w96971293
Last Action Herow12wJun 18, 1993w85000000.0w50016394.0w137298489
"The Rundown"w13wSep 26, 2003w85000000.0w47641743.0w80831893
Arthur Christmasw14wNov 23, 2011w85000000.0w46462469.0w149717124
xXx: Return of Xander Cagew15wJan 20, 2017w85000000.0w44898413.0w345033359
Meet Joe Blackw16wNov 13, 1998w85000000.0w44650003.0w44650003
Cats & Dogs: The Revenge of Kitty Galorew17wJul 30, 2010w85000000.0w43585753.0w113026383
Collateral Damagew18wFeb 8, 2002w85000000.0w40048332.0w78353508
"Showtime"w19wMar 15, 2002w85000000.0w37948765.0w78948765
Judge Dreddw20wJun 30, 1995w85000000.0w34687912.0w113487912
Zodiacw21wMar 2, 2007w85000000.0w33080084.0w83080084
Scott Pilgrim vs. The Worldw22wAug 13, 2010w85000000.0w31611316.0w48056764
The Corew23wMar 28, 2003w85000000.0w31111260.0w74132631
Father's Dayw24wMay 9, 1997w85000000.0w28681080.0w35681080
"The Greatest Showman"w25wDec 20, 2017w84000000.0w174340174.0w386665550
Scooby-Doow26wJun 14, 2002w84000000.0w153294164.0w276294164
Nutty Professor II: The Klumpsw27wJul 28, 2000w84000000.0w123307945.0w166307945
RED 2w28wJul 19, 2013w84000000.0w53262560.0w141507355
Clickw29wJun 23, 2006w82500000.0w137355633.0w237685089
Charlotte's Webw30wDec 15, 2006w82500000.0w82985708.0w143985708
Jumperw31wFeb 14, 2008w82500000.0w80172128.0w222640812
Hellboy II: The Golden Armyw32wJul 11, 2008w82500000.0w75986503.0w160388063
The Longest Yardw33wMay 27, 2005w82000000.0w158119460.0w191558505
The Expendablesw34wAug 13, 2010w82000000.0w103068524.0w268268174
The 6th Dayw35wNov 17, 2000w82000000.0w34543701.0w96024898
Call of the Wildw36wFeb 21, 2020w82000000.0w0.0w0
Bruce Almightyw37wMay 23, 2003w81000000.0w242704995.0w484468608
The Hunger Gamesw38wMar 23, 2012w80000000.0w408010692.0w677923379
The Hangover Part IIw39wMay 26, 2011w80000000.0w254464305.0w586464305
Mission: Impossiblew40wMay 21, 1996w80000000.0w180981886.0w457697994
The Lego Batman Moview41wFeb 10, 2017w80000000.0w175750384.0w310660018
Hotel Transylvania 2w42wSep 25, 2015w80000000.0w169700110.0w469500298
Batman Returnsw43wJun 18, 1992w80000000.0w162833635.0w266824291
The Mummyw44wMay 7, 1999w80000000.0w155385488.0w416385488
Over the Hedgew45wMay 19, 2006w80000000.0w155019340.0w343397247
Lilo & Stitchw46wJun 21, 2002w80000000.0w145771527.0w245800000
Deep Impactw47wMay 8, 1998w80000000.0w140464664.0w349464664
"Grown Ups 2"w48wJul 12, 2013w80000000.0w133668525.0w247023808
"Alvin and the Chipmunks: Chipwrecked"w49wDec 16, 2011w80000000.0w133107389.0w349088523
Get Smartw50wJun 20, 2008w80000000.0w130319208.0w226739416
Robotsw51wMar 11, 2005w80000000.0w128200012.0w260700012
Shutter Islandw52wFeb 19, 2010w80000000.0w128012934.0w299461782
Something's Gotta Givew53wDec 12, 2003w80000000.0w124685242.0w266685242
Four Christmasesw54wNov 26, 2008w80000000.0w120146040.0w168311558
Face/Offw55wJun 27, 1997w80000000.0w112276146.0w241200000
Bedtime Storiesw56wDec 25, 2008w80000000.0w110101975.0w221468935
Road to Perditionw57wJul 12, 2002w80000000.0w104054514.0w183354514
Just Go With Itw58wFeb 11, 2011w80000000.0w103028109.0w214974953
Daredevilw59wFeb 14, 2003w80000000.0w102543518.0w182782518
Eagle Eyew60wSep 26, 2008w80000000.0w101440743.0w180585259
Con Airw61wJun 6, 1997w80000000.0w101117573.0w224117573
Yogi Bearw62wDec 17, 2010w80000000.0w100246011.0w204774690
Cold Mountainw63wDec 25, 2003w80000000.0w95632614.0w165173909
The Book of Eliw64wJan 15, 2010w80000000.0w94835059.0w158750817
Flubberw65wNov 26, 1997w80000000.0w92993801.0w177993801
The Hauntingw66wJul 23, 1999w80000000.0w91188905.0w180188905
Space Jamw67wNov 15, 1996w80000000.0w90463534.0w250200000
Furyw68wOct 17, 2014w80000000.0w85817906.0w210315681
Smallfootw69wSep 28, 2018w80000000.0w83240103.0w213691277
The Pink Pantherw70wFeb 10, 2006w80000000.0w82226474.0w158926474
Zookeeperw71wJul 8, 2011w80000000.0w80360866.0w170805525
The Day the Earth Stood Stillw72wDec 12, 2008w80000000.0w79366978.0w237370350
Conspiracy Theoryw73wAug 8, 1997w80000000.0w76118990.0w142783718
Six Days, Seven Nightsw74wJun 12, 1998w80000000.0w74339294.0w164800000
Spirit: Stallion of the Cimarronw75wMay 24, 2002w80000000.0w73215310.0w106515310
"Swordfish"w76wJun 8, 2001w80000000.0w69772969.0w147080413
Fantasia 2000 (Theatrical Release)w77wDec 31, 1999w80000000.0w69610858.0w69618634
Lost In Spacew78wApr 3, 1998w80000000.0w69117629.0w136047317
The Manchurian Candidatew79wJul 30, 2004w80000000.0w65948711.0w96148711
DÃ©jÃ Vuw80wNov 22, 2006w80000000.0w64038616.0w181038616
The Secret Life of Pets 2w81wJun 7, 2019w80000000.0w63795655.0w113351496
"Bewitched"w82wJun 24, 2005w80000000.0w63313159.0w131159306
The Time Machinew83wMar 8, 2002w80000000.0w56684819.0w98983590
What Dreams May Comew84wOct 2, 1998w80000000.0w55485043.0w71485043
Mighty Joe Youngw85wDec 25, 1998w80000000.0w50632037.0w50632037
The Legend of Zorrow86wOct 28, 2005w80000000.0w45575336.0w141475336
Little Nickyw87wNov 10, 2000w80000000.0w39442871.0w58270391
Surrogatesw88wSep 25, 2009w80000000.0w38577772.0w119668350
Evolutionw89wJun 8, 2001w80000000.0w38311134.0w98341932
The Brothers Grimmw90wAug 26, 2005w80000000.0w37899638.0w105299638
Mars Attacks!w91wDec 13, 1996w80000000.0w37771017.0w101371017
The Wildw92wApr 14, 2006w80000000.0w37384046.0w99010667
"Walking with Dinosaurs"w93wDec 20, 2013w80000000.0w36076121.0w123368842
Thirteen Daysw94wDec 22, 2000w80000000.0w34566746.0w66554547
Daylightw95wDec 6, 1996w80000000.0w32908290.0w158908290
The Last Witch Hunterw96wOct 23, 2015w80000000.0w27367660.0w130818912
Pompeiiw97wFeb 21, 2014w80000000.0w23169033.0w108469033
Battlefield Earth: A Saga of the Year 3000w98wMay 12, 2000w80000000.0w21471685.0w29725663
Looney Tunes: Back in Actionw99wNov 14, 2003w80000000.0w20950820.0w54540662
Ninew100wDec 18, 2009w80000000.0w19676965.0w53508858
Timelinew1wNov 26, 2003w80000000.0w19480739.0w26703184
Oceansw2wApr 22, 2010w80000000.0w19422319.0w86787530
Babe: Pig in the Cityw3wNov 25, 1998w80000000.0w18319860.0w69131860
The Postmanw4wDec 25, 1997w80000000.0w17650704.0w20841123
Red Planetw5wNov 10, 2000w80000000.0w17480890.0w33463969
Arthur et les Minimoysw6wJan 12, 2007w80000000.0w15132763.0w113325743
The Invasionw7wAug 17, 2007w80000000.0w15074191.0w40147042
A Sound of Thunderw8wSep 2, 2005w80000000.0w1900451.0w6300451
The Lion Kingw9wJun 15, 1994w79300000.0w421785283.0w986214868
Journey 2: The Mysterious Islandw10wFeb 10, 2012w79000000.0w103860290.0w318146162
Jack and Jillw11wNov 11, 2011w79000000.0w74158157.0w150519217
A Beautiful Mindw12wDec 21, 2001w78000000.0w170708996.0w317668058
"Cloudy with a Chance of Meatballs 2"w13wSep 27, 2013w78000000.0w119793567.0w274392649
Red Dragonw14wOct 4, 2002w78000000.0w92955420.0w206455420
Hidalgow15wMar 5, 2004w78000000.0w67286731.0w108086731
The League of Extraordinary Gentlemenw16wJul 11, 2003w78000000.0w66465204.0w179265204
Exorcist: The Beginningw17wAug 20, 2004w78000000.0w41814863.0w43957541
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©w18wDec 31, 2012w77600000.0w0.0w60680125
The Little Princew19wFeb 12, 2016w77500000.0w1311213.0w102028919
Renegadesw20wJan 22, 2019w77500000.0w0.0w1521672
The Equalizer 2w21wJul 20, 2018w77000000.0w102084362.0w190453132
Despicable Me 2w22wJul 3, 2013w76000000.0w368065385.0w975216835
2 Fast 2 Furiousw23wJun 6, 2003w76000000.0w127120058.0w236410607
Children of Menw24wDec 25, 2006w76000000.0w35552383.0w69845011
"The Adventures of Rocky & Bullwinkle"w25wJun 30, 2000w76000000.0w26000610.0w35129610
The Secret Life of Petsw26wJul 8, 2016w75000000.0w368384330.0w886750534
Independence Dayw27wJul 2, 1996w75000000.0w306169255.0w817400878
Dr. Seussâ The Grinchw28wNov 9, 2018w75000000.0w270620950.0w511002426
Singw29wDec 21, 2016w75000000.0w270329045.0w634454789
Despicable Me 3w30wJun 30, 2017w75000000.0w264624300.0w1034727750
The Lost World: Jurassic Parkw31wMay 22, 1997w75000000.0w229086679.0w618638999
"Ice Age: The Meltdown"w32wMar 31, 2006w75000000.0w195330621.0w651899282
Madagascarw33wMay 27, 2005w75000000.0w193595521.0w556559566
"Grown Ups"w34wJun 25, 2010w75000000.0w162001186.0w272223430
Shark Talew35wOct 1, 2004w75000000.0w161412000.0w371917043
X-Menw36wJul 14, 2000w75000000.0w157299717.0w296872367
Wantedw37wJun 27, 2008w75000000.0w134508551.0w342416460
The Rockw38wJun 7, 1996w75000000.0w134069511.0w336069511
50 First Datesw39wFeb 13, 2004w75000000.0w120776832.0w196320329
Hairsprayw40wJul 20, 2007w75000000.0w118871849.0w203035572
"Now You See Me"w41wMay 31, 2013w75000000.0w117723989.0w342769200
Dreamgirlsw42wDec 15, 2006w75000000.0w103365956.0w155708695
Christopher Robinw43wAug 3, 2018w75000000.0w99215042.0w197504758
Inspector Gadgetw44wJul 23, 1999w75000000.0w97387965.0w97387965
Immortalsw45wNov 11, 2011w75000000.0w83504017.0w211562435
The Terminalw46wJun 18, 2004w75000000.0w77073959.0w218673959
Constantinew47wFeb 18, 2005w75000000.0w75976178.0w221594911
Monster Housew48wJul 21, 2006w75000000.0w73661010.0w141267370
Vertical Limitw49wDec 8, 2000w75000000.0w68473360.0w213500000
Charlie Wilson's Warw50wDec 21, 2007w75000000.0w66661095.0w119512771
Lifew51wApr 16, 1999w75000000.0w64062587.0w73521587
Be Coolw52wMar 4, 2005w75000000.0w55849401.0w94944017
Munichw53wDec 23, 2005w75000000.0w47379090.0w131492772
Killersw54wJun 4, 2010w75000000.0w47059963.0w95572749
The Man From U.N.C.L.E.w55wAug 14, 2015w75000000.0w45445109.0w104949584
Tears of the Sunw56wMar 7, 2003w75000000.0w43632458.0w85632458
Lady in the Waterw57wJul 21, 2006w75000000.0w42285169.0w72785169
Spanglishw58wDec 17, 2004w75000000.0w42044321.0w54344321
Banditsw59wOct 12, 2001w75000000.0w41523271.0w71523271
Anna and the Kingw60wDec 17, 1999w75000000.0w39251128.0w39251128
First Knightw61wJul 7, 1995w75000000.0w37361412.0w127361412
Sucker Punchw62wMar 25, 2011w75000000.0w36392502.0w89758389
Hostagew63wMar 11, 2005w75000000.0w34636443.0w77636443
Infernow64wOct 28, 2016w75000000.0w34343574.0w219519367
"Hollywood Homicide"w65wJun 13, 2003w75000000.0w30207785.0w50409753
Titan A.E.w66wJun 16, 2000w75000000.0w22751979.0w36751979
Flight of the Phoenixw67wDec 17, 2004w75000000.0w21009180.0w34009180
